Name,Card Type,Attribute
Fool of Prophecy,Monster Card,EARTH
Fog Control,Spell Card,Quick-Play Spell Card
Flying Saucer Muusik'i,Monster Card,LIGHT
Flying Red Carp,Monster Card,WATER
Flying Pegasus Railroad Stampede,Monster Card,EARTH
Flying Kamakiri 1,Monster Card,WIND
Flying Fortress SKY FIRE,Monster Card,WIND
Flying Fish,Monster Card,WIND
Flying Elephant,Monster Card,WIND
"Flying 'C'",Monster Card,EARTH
Flyfang,Monster Card,WIND
The Flute of Summoning Kuriboh,Spell Card,Quick-Play Spell Card
Fluffal Sheep,Monster Card,EARTH
Fluffal Penguin,Monster Card,WATER
Fluffal Owl,Monster Card,EARTH
Fluffal Crane,Trap Card,Normal Trap Card
Fluffal Cat,Monster Card,EARTH
Fluffal Bear,Monster Card,EARTH
Fluffal Angel,Monster Card,LIGHT
Fluffal Rabbit,Monster Card,EARTH
Flowerdino,Monster Card,EARTH
Flowerbot,Monster Card,EARTH
Flower Wolf,Monster Card,EARTH
Flower Gathering,Spell Card,Normal Spell Card
Flower Cardian Zebra Grass with Moon,Monster Card,DARK
Flower Cardian Zebra Grass,Monster Card,DARK
Flower Cardian Willow with Calligrapher,Monster Card,DARK
Flower Cardian Willow,Monster Card,DARK
Flower Cardian Pine with Crane,Monster Card,DARK
Flower Cardian Paulownia with Phoenix,Monster Card,DARK
Flower Cardian Paulownia,Monster Card,DARK
Flower Cardian Moonflowerviewing,Monster Card,DARK
Flower Cardian Maple with Deer,Monster Card,DARK
Flower Cardian Cherry Blossom,Monster Card,DARK
Flower Cardian Boardefly,Monster Card,DARK
Floowandereeze and the Unexplored Wind,Spell Card,Continuous Spell Card
Flourishing Frolic,Spell Card,Normal Spell Card
Floowandereeze and the Scary Sea,Trap Card,Counter Trap Card
Floowandereeze and the Magnificent Map,Spell Card,Field Spell Card
Floowandereeze and the Dreaming Town,Trap Card,Normal Trap Card
Floowandereeze & Stri,Monster Card,WATER
Floowandereeze & Snowl,Monster Card,WATER
Floowandereeze & Robina,Monster Card,WATER
Floodgate Trap Hole,Trap Card,Normal Trap Card
Floowandereeze & Empen,Monster Card,WIND
"Flogos, the Ogdoadic Boundless",Monster Card,LIGHT
Flip Frozen,Monster Card,WATER
Flip Flop Frog,Monster Card,WATER
Flint Missile,Spell Card,Quick-Play Spell Card
Flint Lock,Monster Card,LIGHT
Flint,Spell Card,Equip Spell Card
Fleuret de Fleur,Spell Card,Equip Spell Card
Fleur Synchron,Monster Card,LIGHT
Flash Knight,Monster Card,LIGHT
Flash Fusion,Spell Card,Quick-Play Spell Card
Flare Resonator,Monster Card,FIRE
Flash Charge Dragon,Monster Card,DARK
Flamvell Uruquizas,Monster Card,FIRE
Flamvell Poun,Monster Card,FIRE
Flamvell Magician,Monster Card,FIRE
Flamvell Guard,Monster Card,FIRE
Flamvell Grunika,Monster Card,FIRE
Flamvell Firedog,Monster Card,FIRE
Flamvell Fiend,Monster Card,FIRE
Five Brothers Explosion,Trap Card,Continuous Trap Card
Fists of the Unrivaled Tenyi,Trap Card,Counter Trap Card
Fist of Fate,Spell Card,Quick-Play Spell Card
Fissure,Spell Card,Normal Spell Card
User:FishTank/sandbox3,,
User:FishTank/sandbox,,
Fishborg Planter,Monster Card,WATER
Fishborg Launcher,Monster Card,WATER
Fishborg Doctor,Monster Card,WATER
Fishborg Blaster,Monster Card,WATER
Fishborg Archer,Monster Card,WATER
Fish Rain,Trap Card,Normal Trap Card
Fish Depth Charge,Trap Card,Normal Trap Card
Fish and Swaps,Spell Card,Normal Spell Card
Fish and Kicks,Spell Card,Normal Spell Card
First-Aid Squad,Trap Card,Normal Trap Card
First Step Towards Infestation,Spell Card,Quick-Play Spell Card
The First Sarcophagus,Trap Card,Continuous Trap Card
First of the Dragons,Monster Card,DARK
The First Monarch,Trap Card,Continuous Trap Card
The First Darklord,Monster Card,DARK
Fireyarou,Monster Card,FIRE
Firewing Pegasus,Monster Card,FIRE
Firewall eXceed Dragon,Monster Card,DARK
Firewall Guardian,Monster Card,DARK
Firewall Dragon Darkfluid,Monster Card,DARK
Firewall Dragon,Monster Card,LIGHT
Firewall,Trap Card,Continuous Trap Card
Firestorm Prominence,Monster Card,FIRE
Fires of Doomsday,Spell Card,Quick-Play Spell Card
Firegrass,Monster Card,EARTH
Firebrand Hymnist,Monster Card,FIRE
Firebird,Monster Card,FIRE
Fire Trooper,Monster Card,FIRE
Fire Sorcerer,Monster Card,FIRE
Fire Reaper,Monster Card,DARK
Fire Prison,Spell Card,Field Spell Card
Fire Princess,Monster Card,FIRE
Fire Phoenix @Ignister,Monster Card,FIRE
Fire Lake of the Burning Abyss,Trap Card,Normal Trap Card
Fire Kraken,Monster Card,FIRE
Fire King Island,Spell Card,Field Spell Card
Fire King High Avatar Garunix,Monster Card,FIRE
Fire King Avatar Yaksha,Monster Card,FIRE
Fire King Avatar Kirin,Monster Card,FIRE
Fire King Avatar Garunix,Monster Card,FIRE
Fire King Avatar Barong,Monster Card,FIRE
Fire Formation - Yoko,Spell Card,Continuous Spell Card
Fire Fortress atop Liang Peak,Spell Card,Field Spell Card
Fire Formation - Tensu,Spell Card,Continuous Spell Card
Fire Formation - Tensen,Trap Card,Continuous Trap Card
Fire Formation - Tenki,Spell Card,Continuous Spell Card
Fire Formation - Tenken,Trap Card,Continuous Trap Card
Fire Formation - Kaiyo,Trap Card,Continuous Trap Card
Fire Formation - Ingen,Spell Card,Continuous Spell Card
Fire Formation - Gyokkou,Spell Card,Continuous Spell Card
Fire Formation - Domei,Spell Card,Continuous Spell Card
Fire Flint Lady,Monster Card,FIRE
Fire Fighting Daruma Doll,Monster Card,FIRE
Fire Darts,Trap Card,Normal Trap Card
Fire Cracker,Monster Card,FIRE
Finite Cards,Spell Card,Continuous Spell Card
Fine,Trap Card,Normal Trap Card
Final Ritual of the Ancients,Spell Card,Ritual Spell Card
Final Psychic Ogre,Monster Card,EARTH
Final Flame,Spell Card,Normal Spell Card
Final Draw,,
Final Destiny,Spell Card,Normal Spell Card
Final Countdown,Spell Card,Normal Spell Card
Final Attack Orders,Trap Card,Continuous Trap Card
"Filo, Messenger Fur Hire",Monster Card,WIND
Fighting Spirit,Spell Card,Equip Spell Card
Fighting Dirty,Trap Card,Normal Trap Card
Fifth Hope,Spell Card,Normal Spell Card
Fiery Fervor,Trap Card,Normal Trap Card
Fiendish Chain,Trap Card,Continuous Trap Card
Fiendish Engine Ω,Monster Card,DARK
Fiend's Sanctuary,Spell Card,Normal Spell Card
Fiend's Mirror,Monster Card,DARK
Fiend's Hand Mirror,Trap Card,Normal Trap Card
Fiend Skull Dragon,Monster Card,WIND
Fiend Reflection 2,Monster Card,LIGHT
The Fiend Megacyber,Monster Card,DARK
Fiend Griefing,Trap Card,Normal Trap Card
Fiend Comedian,Trap Card,Normal Trap Card
Field-Commander Rahz,Monster Card,EARTH
Field Barrier,Spell Card,Continuous Spell Card
Fengsheng Mirror,Spell Card,Normal Spell Card
Fenrir,Monster Card,WATER
Fengli the Soldrapom,Monster Card,FIRE
Fenghuang,Monster Card,FIRE
Fencing Fire Ferret,Monster Card,FIRE
A Feint Plan,Trap Card,Normal Trap Card
"Feedran, the Winds of Mischief",Monster Card,WIND
Feedback Warrior,Monster Card,EARTH
Featherizer,Monster Card,WIND
Feather Wind,Trap Card,Counter Trap Card
Feather Shot,Spell Card,Normal Spell Card
Feast of the Wild LV5,Spell Card,Normal Spell Card
Fear from the Dark,Monster Card,DARK
Favorite Hero,Spell Card,Equip Spell Card
Faustian Bargain,Spell Card,Normal Spell Card
Fateful Hour,Trap Card,Normal Trap Card
Fatal Abacus,Trap Card,Continuous Trap Card
Fateful Adventure,Spell Card,Continuous Spell Card
FaSolfachord Fancia,Monster Card,FIRE
"Farfa, Malebranche of the Burning Abyss",Monster Card,DARK
Familiar-Possessed - Hiita,Monster Card,FIRE
Familiar-Possessed - Lyna,Monster Card,LIGHT
Familiar-Possessed - Eria,Monster Card,WATER
Familiar-Possessed - Dharc,Monster Card,DARK
Familiar-Possessed - Aussa,Monster Card,EARTH
Falling Current,Spell Card,Normal Spell Card
Fallen Paradise,Spell Card,Field Spell Card
Fallen of Albaz,Monster Card,DARK
Falchionβ,Monster Card,LIGHT
Fake Trap,Trap Card,Normal Trap Card
Fake Hero,Spell Card,Normal Spell Card
Fake Feather,Trap Card,Normal Trap Card
Fairy Tail Tales,Spell Card,Continuous Spell Card
Fairy Tail - Snow,Monster Card,LIGHT
Fairy Tail - Sleeper,Monster Card,LIGHT
Fairy Tail - Rochka,Monster Card,LIGHT
Fairy Tail - Luna,Monster Card,LIGHT
Fairy Tail - Rella,Monster Card,LIGHT
Fairy of the Spring,Spell Card,Normal Spell Card
Fairy Meteor Crush,Spell Card,Equip Spell Card
Fairy Knight Ingunar,Monster Card,EARTH
Fairy King Truesdale,Monster Card,WATER
Fairy King Albverdich,Monster Card,EARTH
Fairy Guardian,Monster Card,WIND
Fairy Box,Trap Card,Continuous Trap Card
Fairy Archer Ingunar,Monster Card,EARTH
Fairy Archer,Monster Card,LIGHT
Factory of 100 Machines,Spell Card,Quick-Play Spell Card
Face-Off,Trap Card,Counter Trap Card
Face Card Fusion,Spell Card,Normal Spell Card
Fabled Urustos,Monster Card,LIGHT
Fabled Treason,Trap Card,Normal Trap Card
Fabled Topi,Monster Card,LIGHT
Fabled Soulkius,Monster Card,LIGHT
Fabled Raven,Monster Card,LIGHT
Fabled Ragin,Monster Card,LIGHT
"Exxod, Master of The Guard",Monster Card,EARTH
Extraceratops,Monster Card,EARTH
Extra-Foolish Burial,Spell Card,Normal Spell Card
Extra Veiler,Monster Card,LIGHT
Extra Gate,Spell Card,Quick-Play Spell Card
Extra Net,Spell Card,Field Spell Card
Extinction on Schedule,Trap Card,Normal Trap Card
Exterio's Fang,Trap Card,Counter Trap Card
Expressroid,Monster Card,EARTH
Express Train Trolley Olley,Monster Card,EARTH
Explossum,Monster Card,EARTH
Explosive Urchin,Trap Card,Continuous Trap Card
Explosive Magician,Monster Card,LIGHT
Exploderokket Dragon,Monster Card,DARK
Expendable Dai,Trap Card,Normal Trap Card
Exosister Vadis,Trap Card,Normal Trap Card
Exosister Irene,Monster Card,LIGHT
Exosister Gibrine,Monster Card,LIGHT
Exosister Elis,Monster Card,LIGHT
Exosister Carpedivem,Spell Card,Continuous Spell Card
Exodius the Ultimate Forbidden Lord,Monster Card,DARK
Exosister Asophiel,Monster Card,LIGHT
"Exodia, the Legendary Defender",Monster Card,DARK
Exodia the Forbidden One,Monster Card,DARK
Exodia Necross,Monster Card,DARK
Exiled Force,Monster Card,EARTH
Exile of the Wicked,Spell Card,Normal Spell Card
Exhausting Spell,Trap Card,Normal Trap Card
Excode Talker,Monster Card,WIND
Exchange of the Spirit,Trap Card,Normal Trap Card
Exchange of Night and Day,Trap Card,Continuous Trap Card
Exchange,Spell Card,Normal Spell Card
Exarion Universe,Monster Card,DARK
"Exa, Enforcer of the Nekroz",Monster Card,WATER
Evolzar Solda,Monster Card,FIRE
Evoltile Pleuro,Monster Card,FIRE
Evoltile Odonto,Monster Card,FIRE
Evoltile Najasho,Monster Card,FIRE
Evoltile Megachirella,Monster Card,FIRE
Evoltile Gephyro,Monster Card,FIRE
Evoltile Elginero,Monster Card,FIRE
Evoltile Casinerio,Monster Card,FIRE
Evolsaur Vulcano,Monster Card,FIRE
Evolsaur Elias,Monster Card,FIRE
Evolsaur Diplo,Monster Card,FIRE
Evolsaur Darwino,Monster Card,FIRE
Evolsaur Cerato,Monster Card,FIRE
Evocator Eveque,Monster Card,FIRE
Evo-Instant,Trap Card,Normal Trap Card
Evo-Force,Spell Card,Normal Spell Card
Evo-Diversity,Spell Card,Normal Spell Card
Evo-Branch,Trap Card,Normal Trap Card
Evil★Twins Ki-sikil & Lil-la,Monster Card,DARK
Evil★Twin's Trouble Sunny,Monster Card,LIGHT
Evil★Twin Present,Trap Card,Normal Trap Card
Evil★Twin Lil-la,Monster Card,DARK
Evil★Twin Ki-sikil,Monster Card,LIGHT
Evil★Twin GG EZ,Trap Card,Continuous Trap Card
Evilswarm Thanatos,Monster Card,DARK
Evilswarm Nightmare,Monster Card,DARK
Evilswarm Mandragora,Monster Card,DARK
Evilswarm Ketos,Monster Card,DARK
Evilswarm Kerykeion,Monster Card,DARK
Evilswarm Hraesvelg,Monster Card,DARK
Evilswarm Heliotrope,Monster Card,DARK
Evilswarm Golem,Monster Card,DARK
Evilswarm Exciton Knight,Monster Card,LIGHT
Evilswarm Coppelia,Monster Card,DARK
Evilswarm Castor,Monster Card,DARK
Evilswarm Bahamut,Monster Card,DARK
Evilswarm Azzathoth,Monster Card,DARK
Evil Thorn,Monster Card,DARK
Evil Mind,Spell Card,Normal Spell Card
Evil HERO Wild Cyclone,Monster Card,EARTH
Evil HERO Sinister Necrom,Monster Card,DARK
Evil HERO Lightning Golem,Monster Card,LIGHT
Evil HERO Inferno Wing,Monster Card,FIRE
Evil HERO Infernal Sniper,Monster Card,FIRE
Evil Eye Domain - Pareidolia,Spell Card,Field Spell Card
Evil HERO Infernal Prodigy,Monster Card,DARK
Evil Eye of Gorgoneio,Spell Card,Equip Spell Card
Evil Eye Reemergence,Spell Card,Normal Spell Card
Evil Eye of Selene,Spell Card,Equip Spell Card
Evil Eye Mesmerism,Trap Card,Continuous Trap Card
Evil Eye Defeat,Trap Card,Normal Trap Card
Evil Eye Confrontation,Spell Card,Quick-Play Spell Card
Evil Eye Awakening,Spell Card,Normal Spell Card
Evil Blast,Trap Card,Normal Trap Card
Evigishki Soul Ogre,Monster Card,WATER
Evil Dragon Ananta,Monster Card,DARK
Evigishki Tetrogre,Monster Card,WATER
Evigishki Mind Augus,Monster Card,WATER
Evigishki Gustkraken,Monster Card,WATER
Evigishki Merrowgeist,Monster Card,WATER
Evigishki Levianima,Monster Card,WATER
Eternal Rest,Spell Card,Normal Spell Card
Eternal Galaxy,Trap Card,Normal Trap Card
Eternal Chaos,Trap Card,Normal Trap Card
Eternal Drought,Spell Card,Normal Spell Card
Eternal Dread,Trap Card,Normal Trap Card
Escape from the Dark Dimension,Trap Card,Continuous Trap Card
Esper Girl,Monster Card,EARTH
Escalation of the Monarchs,Trap Card,Continuous Trap Card
Erica the Rikka Fairy,Monster Card,WATER
Equip Shot,Trap Card,Normal Trap Card
Epsilon The Magnet Warrior,Monster Card,EARTH
"Epigonen, the Impersonation Invader",Monster Card,LIGHT
Envoy of Chaos,Monster Card,DARK
Emperor Maju Garzett,Monster Card,DARK
Enraged Muka Muka,Monster Card,EARTH
Emissary of the Oasis,Monster Card,LIGHT
Emissary of the Afterlife,Monster Card,DARK
Emissary from Pandemonium,Monster Card,EARTH
Emes the Infinity,Monster Card,LIGHT
Emerging Emergency Rescute Rescue,Spell Card,Normal Spell Card
Emergeroid Call,Trap Card,Counter Trap Card
Emergency Teleport,Spell Card,Quick-Play Spell Card
Emergency Provisions,Spell Card,Quick-Play Spell Card
Emergency Assistance,Spell Card,Normal Spell Card
Embodiment of Apophis,Trap Card,Continuous Trap Card
Elephant Statue of Blessing,Monster Card,EARTH
Elementsaber Nalu,Monster Card,WATER
Elementsaber Molehu,Monster Card,DARK
Elementsaber Malo,Monster Card,FIRE
Elementsaber Makani,Monster Card,WIND
Elementsaber Lapauila Mana,Monster Card,LIGHT
Elementsaber Lapauila,Monster Card,LIGHT
Elementsaber Aina,Monster Card,EARTH
Elemental Training,Trap Card,Continuous Trap Card
Elemental Recharge,Trap Card,Normal Trap Card
Elemental Mistress Doriado,Monster Card,LIGHT
Elemental HERO Woodsman,Monster Card,EARTH
Elemental HERO Wildheart,Monster Card,EARTH
Elemental HERO Wildedge,Monster Card,EARTH
Elemental HERO Wild Wingman,Monster Card,EARTH
Elemental HERO Voltic,Monster Card,LIGHT
Elemental HERO Shining Phoenix Enforcer,Monster Card,FIRE
Elemental HERO Shining Flare Wingman,Monster Card,LIGHT
Elemental HERO Sparkman,Monster Card,LIGHT
Elemental HERO Solid Soldier,Monster Card,EARTH
Elemental HERO Shadow Mist,Monster Card,DARK
Elemental HERO Rampart Blaster,Monster Card,EARTH
Elemental HERO Prisma,Monster Card,LIGHT
Elemental HERO Poison Rose,Monster Card,EARTH
Elemental HERO Plasma Vice,Monster Card,EARTH
Elemental HERO Phoenix Enforcer,Monster Card,FIRE
Elemental HERO Ocean,Monster Card,WATER
Elemental HERO Mudballman,Monster Card,EARTH
Elemental HERO Mariner,Monster Card,WATER
Elemental HERO Marine Neos,Monster Card,WATER
Elemental HERO Magma Neos,Monster Card,FIRE
Elemental HERO Liquid Soldier,Monster Card,WATER
Elemental HERO Lady Heat,Monster Card,FIRE
Elemental HERO Knospe,Monster Card,EARTH
Elemental HERO Inferno,Monster Card,FIRE
Elemental HERO Ice Edge,Monster Card,WATER
Elemental HERO Honest Neos,Monster Card,LIGHT
Elemental HERO Heat,Monster Card,FIRE
Elemental HERO Great Tornado,Monster Card,WIND
Elemental HERO Grandmerge,Monster Card,LIGHT
Elemental HERO Grand Neos,Monster Card,EARTH
Elemental HERO Glow Neos,Monster Card,LIGHT
Elemental HERO Gaia,Monster Card,EARTH
Elemental HERO Flare Neos,Monster Card,FIRE
Elemental HERO Flash,Monster Card,LIGHT
Elemental HERO Flame Wingman,Monster Card,WIND
Elemental HERO Escuridao,Monster Card,DARK
Elemental HERO Electrum,Monster Card,LIGHT
Elemental HERO Divine Neos,Monster Card,LIGHT
Elemental HERO Darkbright,Monster Card,DARK
Elemental HERO Dark Neos,Monster Card,DARK
Elemental HERO Cosmo Neos,Monster Card,LIGHT
Elemental HERO Core,Monster Card,EARTH
Elemental HERO Clayman,Monster Card,EARTH
Elemental HERO Aqua Neos,Monster Card,WATER
Elemental HERO Air Neos,Monster Card,WIND
Elemental HERO Absolute Zero,Monster Card,WATER
Elemental Grace Doriado,Monster Card,LIGHT
Elemental Burst,Trap Card,Normal Trap Card
Elemental Absorber,Trap Card,Continuous Trap Card
Element Valkyrie,Monster Card,LIGHT
Element Soldier,Monster Card,DARK
Element Saurus,Monster Card,DARK
Element Magician,Monster Card,LIGHT
Element Dragon,Monster Card,LIGHT
Element Doom,Monster Card,DARK
Elegy the Melodious Diva,Monster Card,LIGHT
Elegant Egotist,Spell Card,Normal Spell Card
Eldlixir of Scarlet Sanguine,Trap Card,Normal Trap Card
Eldlixir of Black Awakening,Spell Card,Normal Spell Card
Eldlich the Mad Golden Lord,Monster Card,LIGHT
Eldlich the Golden Lord,Monster Card,LIGHT
Elder of the Six Samurai,Monster Card,EARTH
Elder Entity Norden,Monster Card,WATER
Elder Entity N'tss,Monster Card,LIGHT
El Shaddoll Winda,Monster Card,DARK
El Shaddoll Wendigo,Monster Card,WIND
"Elborz, the Sacred Lands of Simorgh",Spell Card,Field Spell Card
El Shaddoll Shekhinaga,Monster Card,EARTH
El Shaddoll Grysta,Monster Card,FIRE
El Shaddoll Fusion,Spell Card,Quick-Play Spell Card
El Shaddoll Construct,Monster Card,LIGHT
El Shaddoll Apkallone,Monster Card,DARK
El Dorado Adelantado,Trap Card,Normal Trap Card
El Shaddoll Anoyatyllis,Monster Card,WATER
Ekibyo Drakmord,Spell Card,Equip Spell Card
Edge of the Ring,Spell Card,Quick-Play Spell Card
Edge Imp Tomahawk,Monster Card,DARK
Edge Imp Scythe,Monster Card,DARK
Edge Imp Saw,Monster Card,DARK
Edge Imp Sabres,Monster Card,DARK
Edge Imp Cotton Eater,Monster Card,DARK
Edge Imp Frightfuloid,Monster Card,DARK
Edge Imp Chain,Monster Card,DARK
Edge Hammer,Trap Card,Normal Trap Card
Edea the Heavenly Squire,Monster Card,LIGHT
Eda the Sun Magician,Monster Card,EARTH
Ectoplasmic Fortification!,,
Ebon High Magician,Monster Card,DARK
Ebon Arrow,Trap Card,Normal Trap Card
Eatgaboon,Trap Card,Normal Trap Card
Eater of Millions,Monster Card,DARK
The Earl of Demise,Monster Card,DARK
Eagle Shark,Monster Card,WATER
Eagle Eye,Monster Card,WIND
E.M.R.,Trap Card,Normal Trap Card
E - Emergency Call,Spell Card,Normal Spell Card
Dystopia the Despondent,Monster Card,DARK
Dynatherium,Monster Card,WIND
DZW - Chimera Clad,Monster Card,DARK
"Dyna, Hero Fur Hire",Monster Card,EARTH
Dwimmered Glimmer,Trap Card,Continuous Trap Card
Dweller in the Depths,Monster Card,EARTH
Dverg of the Nordic Alfar,Monster Card,EARTH
Dwarf Star Dragon Planeter,Monster Card,LIGHT
Duza the Meteor Cubic Vessel,Monster Card,LIGHT
Dwimmered Path,Spell Card,Normal Spell Card
Duston Roller,Trap Card,Normal Trap Card
Dustflame Blast,Trap Card,Normal Trap Card
Dust Knight,Monster Card,EARTH
Duoterion,Monster Card,WATER
Dust Barrier,Spell Card,Continuous Spell Card
Dust Storm of Gusto,Trap Card,Normal Trap Card
Dupe Frog,Monster Card,WATER
"Dunnell, the Noble Arms of Light",Spell Card,Equip Spell Card
Dust Tornado,Trap Card,Normal Trap Card
Dungeon Worm,Monster Card,EARTH
Dummy Golem,Monster Card,EARTH
Dueltaining,Spell Card,Field Spell Card
Dunames Dark Witch,Monster Card,LIGHT
"Duke Shade, the Sinister Shadow Lord",Monster Card,DARK
"Duel Link Dragon, the Duel Dragon",Monster Card,DARK
Duel Dragon Token,Monster Card,?
Duelittle Chimera,Monster Card,FIRE
Duelist Alliance (card),Spell Card,Normal Spell Card
Duck Fighter,Monster Card,WIND
Dual Avatar Invitation,Spell Card,Normal Spell Card
Dual Avatar Return,Trap Card,Normal Trap Card
Dual Avatar Fists - Yuhi,Monster Card,LIGHT
Duck Dummy,Monster Card,WATER
Dual Avatar Spirit Token,Monster Card,LIGHT
Dual Avatar Fists - Armored Ah-Gyo,Monster Card,LIGHT
DUCKER Mobile Cannon,Monster Card,LIGHT
Dual Avatar Ascendance,Trap Card,Normal Trap Card
Dual Avatar Feet - Kokoku,Monster Card,LIGHT
Dual Avatar Compact,Trap Card,Normal Trap Card
Dual Avatar Feet - Armored Un-Gyo,Monster Card,LIGHT
Dual Avatar Defeating Evil,Spell Card,Quick-Play Spell Card
Dual Avatar - Empowered Mitsu-Jaku,Monster Card,LIGHT
Dual Assembwurm,Monster Card,DARK
Dual Avatar - Empowered Kon-Gyo,Monster Card,LIGHT
Drytron Nova,Spell Card,Normal Spell Card
Drytron Mu Beta Fafnir,Monster Card,LIGHT
Drytron Meteonis Quadrantids,Monster Card,LIGHT
Drytron Meteor Shower,Trap Card,Counter Trap Card
Drytron Zeta Aldhibah,Monster Card,LIGHT
Drytron Meteonis Draconids,Monster Card,LIGHT
Drytron Gamma Eltanin,Monster Card,LIGHT
Drytron Fafnir,Spell Card,Field Spell Card
Drytron Delta Altais,Monster Card,LIGHT
Drytron Asterism,Spell Card,Quick-Play Spell Card
Drytron Alpha Thuban,Monster Card,LIGHT
Drowning Mirror Force,Trap Card,Normal Trap Card
Drytron Eclipse,Spell Card,Normal Spell Card
Drytron Beta Rastaban,Monster Card,LIGHT
Drop Off,Trap Card,Normal Trap Card
Drooling Lizard,Monster Card,EARTH
Droll Bird,Monster Card,WIND
Droll & Lock Bird,Monster Card,WIND
Driving Snow,Trap Card,Normal Trap Card
Drill Warrior,Monster Card,EARTH
Driven Daredevil,Monster Card,EARTH
Drillroid,Monster Card,EARTH
Drillago,Monster Card,DARK
Drill Synchron,Monster Card,EARTH
Drill Bug,Monster Card,EARTH
Drill Barnacle,Monster Card,WATER
Dried Winds,Trap Card,Continuous Trap Card
"Dreiath III, the True Dracocavalry General",Monster Card,EARTH
Drill Driver Vespenato,Monster Card,EARTH
Dreamsprite,Monster Card,LIGHT
Dreamland,Spell Card,Field Spell Card
Dream Mirror Recap,Trap Card,Continuous Trap Card
Dream Mirror Oneiromancy,Trap Card,Counter Trap Card
Dream Mirror of Joy,Spell Card,Field Spell Card
Dream Mirror of Terror,Spell Card,Field Spell Card
Dream Mirror of Chaos,Spell Card,Quick-Play Spell Card
Dream Mirror Hypnagogia,Trap Card,Normal Trap Card
Dream Mirror Fantasy,Trap Card,Normal Trap Card
Dream Mirror Phantasms,Spell Card,Continuous Spell Card
Dream Clown,Monster Card,EARTH
Dreadscythe Harvester,Monster Card,WIND
Draw of Fate,Spell Card,Normal Spell Card
Draw Discharge,Trap Card,Normal Trap Card
Draw Muscle,Spell Card,Quick-Play Spell Card
Drastic Drop Off,Trap Card,Counter Trap Card
Dramaturge of Despia,Monster Card,DARK
Dread Dragon,Monster Card,FIRE
Dramatic Rescue,Trap Card,Normal Trap Card
Dragunity Remus,Monster Card,WIND
Dragunity Primus Pilus,Monster Card,WIND
Draining Shield,Trap Card,Normal Trap Card
Dragunity Pilum,Monster Card,WIND
Dragunity Tribus,Monster Card,WIND
Dragunity Senatus,Monster Card,WIND
Dragunity Phalanx,Monster Card,WIND
Dragunity Whirlwind,Spell Card,Quick-Play Spell Card
Dragunity Militum,Monster Card,WIND
Dragunity Legionnaire,Monster Card,WIND
Dragunity Legion,Trap Card,Continuous Trap Card
Dragunity Partisan,Monster Card,WIND
Dragunity Legatus,Monster Card,WIND
Dragunity Oubliette,Trap Card,Counter Trap Card
Dragunity Knight - Vajrayana,Monster Card,WIND
Dragunity Knight - Trident,Monster Card,WIND
Dragunity Knight - Romulus,Monster Card,WIND
Dragunity Knight - Luin,Monster Card,WIND
Dragunity Knight - Gormfaobhar,Monster Card,WIND
Dragunity Knight - Gae Dearg,Monster Card,WIND
Dragunity Knight - Gae Bulg,Monster Card,WIND
Dragunity Knight - Barcha,Monster Card,WIND
Dragunity Knight - Ascalon,Monster Card,WIND
Dragunity Knight - Areadbhair,Monster Card,WIND
Dragunity Draft,Spell Card,Continuous Spell Card
Dragunity Javelin,Monster Card,WIND
Dragunity Dux,Monster Card,WIND
Dragunity Divine Lance,Spell Card,Equip Spell Card
Dragunity Glow,Spell Card,Normal Spell Card
Dragunity Darkspear,Monster Card,WIND
Dragunity Couse,Monster Card,WIND
Dragoroar,Spell Card,Quick-Play Spell Card
Dragunity Corsesca,Monster Card,WIND
Dragunity Arma Gram,Monster Card,WIND
Dragunity Brandistock,Monster Card,WIND
Dragunity Angusticlavii,Monster Card,WIND
Dragunity Aklys,Monster Card,WIND
Dragunity Arma Leyvaten,Monster Card,WIND
Dragonpit Magician,Monster Card,WATER
Dragonmaid Tidying,Trap Card,Normal Trap Card
Dragonmaid Ernus,Monster Card,EARTH
"Dragonox, the Empowered Warrior",Monster Card,DARK
Dragonoid Generator,Spell Card,Continuous Spell Card
Dragonmaid Welcome,Spell Card,Continuous Spell Card
Dragonmaid Tinkhec,Monster Card,FIRE
Dragonmaid Hospitality,Spell Card,Normal Spell Card
Dragonmaid Downtime,Trap Card,Continuous Trap Card
Dragonlark Pairen,Monster Card,WIND
Dragonic Knight,Monster Card,FIRE
Dragonic Guard,Monster Card,FIRE
Dragonic Diagram,Spell Card,Field Spell Card
Dragonic Tactics,Spell Card,Normal Spell Card
Dragonmaid Changeover,Spell Card,Normal Spell Card
Dragonic Attack,Spell Card,Equip Spell Card
Dragong,Monster Card,EARTH
Dragonecro Nethersoul Dragon,Monster Card,DARK
Dragon's Rage,Trap Card,Continuous Trap Card
Dragoncarnation,Trap Card,Normal Trap Card
Dragoncaller Magician,Monster Card,DARK
Dragon's Rebirth,Trap Card,Normal Trap Card
Dragonbite,Monster Card,DARK
Dragon's Bind,Trap Card,Continuous Trap Card
The Dragon's Bead,Trap Card,Continuous Trap Card
Dragon Zombie,Monster Card,DARK
Dragon Treasure,Spell Card,Equip Spell Card
Dragon Shrine,Spell Card,Normal Spell Card
Dracoon Lamp,Monster Card,FIRE
Dragon Spirit of White,Monster Card,LIGHT
Draconnet,Monster Card,DARK
Draconnection,Spell Card,Normal Spell Card
Dracocension,Spell Card,Continuous Spell Card
